ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;15308
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;22026
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1924065
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;175214
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;338915
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;239155
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;217393
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;541821
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;15198
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;97152
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;123196
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;175586
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;0
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1506372
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;47996
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;525758
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;165243
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;122104
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;394575
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;7502
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;25172
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;23494
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;172
Portugal;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;22847
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;3385793
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;650678
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2013
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;711528
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;10418
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;633492
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;7255
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;521141
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;105097
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;353
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;44135
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;256217
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;52552
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;242323
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;22323
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;152963
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;67038
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1282628
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;241341
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;864041
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;177134
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;853635
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;326961
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;211565
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;306858
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;8252
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;2164
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;1948
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;3385793
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;163
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;233045
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;254733
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;173543
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;682656
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;525434
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;469444
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;162092
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;711528
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;8
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2388
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;633492
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;5234
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1099
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;3716
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;501
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;15374
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;105097
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;353
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;22195
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;3367
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;18573
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;12257
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;16526
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;3
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;179583
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;44852
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;52552
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;242323
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;5
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2543
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;15
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;144561
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;6
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;67038
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1282628
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;81136
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;54709
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;105497
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;108488
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;535763
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;2428
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;136549
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;80813
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;177134
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;853635
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;45762
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;170537
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;110662
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;48212
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;125665
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;18756
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;5428
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;13504
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;306858
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;8
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;2164
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
Paraguay;HS - Continuous Permanent Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;1948
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1014
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;245916
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;535176
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;175508
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;56898
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;61269
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;35485
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;22836
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2285
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;120514
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;11977
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;92176
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;16134
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;176283
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;7762
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;107316
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;61206
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;322
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;48156
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;224816
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;48634
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;322385
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;174981
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;69346
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;24166
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;53893
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1014
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;32343
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;168476
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;45097
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;17647
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;189
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;32982
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;203239
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;92588
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;175508
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;56898
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;61269
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;32513
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;22836
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2285
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;120514
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;5715
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;3461
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;2801
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;3062
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;61709
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;26873
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;16134
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;176283
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;3655
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;3
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1167
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;102112
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;4992
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;61206
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;322
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;8219
Occupied Palestinian Territory;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;30126
